Flight_No,Airline,Destination,Via,Departure_Time,Terminal_Gate,Expected_Pax
SQ213,Singapore Airlines,Singapore,Direct,2024-05-16 13:35:00,T1-02,354
QF1,Qantas,Singapore,Direct,2024-05-16 16:27:00,T1-48,292
UA839,United Airlines,Los Angeles,Direct,2024-05-16 20:59:00,T1-02,167
EK413,Emirates,Dubai,Direct,2024-05-16 21:10:00,T1-47,158
GA715,Garuda Indonesia,Bali,Direct,2024-05-17 07:33:00,T1-15,154
5J32,Cebu Pacific,Manila,Direct,2024-05-17 07:58:00,T1-25,197
SQ211,Singapore Airlines,Singapore,Direct,2024-05-17 08:03:00,T1-32,208
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-17 08:45:00,T1-39,261
MU502,China Eastern,Shanghai,Direct,2024-05-17 09:10:00,T1-18,216
PR211,Philippine Airlines,Manila,Direct,2024-05-17 09:28:00,T1-15,395
OZ602,Asiana Airlines,Seoul,Direct,2024-05-17 09:50:00,T1-01,364
JL771,Japan Airlines,Tokyo,Direct,2024-05-17 10:05:00,T1-51,339
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-17 10:27:00,T1-04,185
KE601,Korean Air,Seoul,Direct,2024-05-17 11:32:00,T1-52,373
QF7,Qantas,Los Angeles,Direct,2024-05-17 11:51:00,T1-12,372
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-17 15:41:00,T1-20,215
QF1,Qantas,Singapore,Direct,2024-05-17 16:28:00,T1-19,323
QR007,Qatar Airways,Doha,Direct,2024-05-17 20:40:00,T1-44,286
EK413,Emirates,Dubai,Direct,2024-05-17 21:07:00,T1-10,270
GA715,Garuda Indonesia,Bali,Direct,2024-05-18 07:31:00,T1-05,257
TR13,Scoot,Singapore,Direct,2024-05-18 07:42:00,T1-21,230
SQ211,Singapore Airlines,Singapore,Direct,2024-05-18 08:04:00,T1-46,206
TG476,Thai Airways,Bangkok,Direct,2024-05-18 08:59:00,T1-17,388
PR211,Philippine Airlines,Manila,Direct,2024-05-18 09:33:00,T1-19,279
OZ602,Asiana Airlines,Seoul,Direct,2024-05-18 09:49:00,T1-16,210
CA781,Air China,Beijing,Direct,2024-05-18 09:57:00,T1-03,269
JL771,Japan Airlines,Tokyo,Direct,2024-05-18 10:00:00,T1-43,196
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-18 10:31:00,T1-06,246
NH880,ANA,Tokyo,Direct,2024-05-18 11:16:00,T1-32,379
KE601,Korean Air,Seoul,Direct,2024-05-18 11:30:00,T1-18,172
QF7,Qantas,Los Angeles,Direct,2024-05-18 11:51:00,T1-15,343
SQ213,Singapore Airlines,Singapore,Direct,2024-05-18 13:27:00,T1-17,301
QF1,Qantas,Singapore,Direct,2024-05-18 16:35:00,T1-51,384
UA839,United Airlines,Los Angeles,Direct,2024-05-18 20:57:00,T1-14,153
EK413,Emirates,Dubai,Direct,2024-05-18 21:07:00,T1-54,304
GA715,Garuda Indonesia,Bali,Direct,2024-05-19 07:34:00,T1-12,255
SQ211,Singapore Airlines,Singapore,Direct,2024-05-19 07:59:00,T1-30,233
5J32,Cebu Pacific,Manila,Direct,2024-05-19 08:01:00,T1-36,171
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-19 08:47:00,T1-54,184
TG476,Thai Airways,Bangkok,Direct,2024-05-19 09:04:00,T1-06,370
MU502,China Eastern,Shanghai,Direct,2024-05-19 09:10:00,T1-19,278
PR211,Philippine Airlines,Manila,Direct,2024-05-19 09:32:00,T1-38,215
JL771,Japan Airlines,Tokyo,Direct,2024-05-19 10:04:00,T1-06,226
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-19 10:29:00,T1-42,181
NH880,ANA,Tokyo,Direct,2024-05-19 11:17:00,T1-39,315
KE601,Korean Air,Seoul,Direct,2024-05-19 11:30:00,T1-10,177
QF7,Qantas,Los Angeles,Direct,2024-05-19 11:50:00,T1-35,241
SQ213,Singapore Airlines,Singapore,Direct,2024-05-19 13:31:00,T1-28,211
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-19 15:40:00,T1-31,378
QF1,Qantas,Singapore,Direct,2024-05-19 16:32:00,T1-55,260
QR007,Qatar Airways,Doha,Direct,2024-05-19 20:45:00,T1-32,373
UA839,United Airlines,Los Angeles,Direct,2024-05-19 21:03:00,T1-48,170
EK413,Emirates,Dubai,Direct,2024-05-19 21:05:00,T1-04,213
GA715,Garuda Indonesia,Bali,Direct,2024-05-20 07:33:00,T1-42,364
SQ211,Singapore Airlines,Singapore,Direct,2024-05-20 07:56:00,T1-37,304
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-20 08:49:00,T1-39,322
TG476,Thai Airways,Bangkok,Direct,2024-05-20 08:56:00,T1-44,297
MU502,China Eastern,Shanghai,Direct,2024-05-20 09:12:00,T1-38,374
PR211,Philippine Airlines,Manila,Direct,2024-05-20 09:29:00,T1-26,197
OZ602,Asiana Airlines,Seoul,Direct,2024-05-20 09:43:00,T1-13,316
JL771,Japan Airlines,Tokyo,Direct,2024-05-20 10:02:00,T1-35,219
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-20 10:33:00,T1-05,397
KE601,Korean Air,Seoul,Direct,2024-05-20 11:26:00,T1-14,348
QF7,Qantas,Los Angeles,Direct,2024-05-20 11:51:00,T1-26,202
SQ213,Singapore Airlines,Singapore,Direct,2024-05-20 13:28:00,T1-23,235
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-20 15:41:00,T1-49,395
QF1,Qantas,Singapore,Direct,2024-05-20 16:26:00,T1-27,249
QR007,Qatar Airways,Doha,Direct,2024-05-20 20:46:00,T1-23,347
EK413,Emirates,Dubai,Direct,2024-05-20 21:10:00,T1-19,200
GA715,Garuda Indonesia,Bali,Direct,2024-05-21 07:26:00,T1-40,366
TR13,Scoot,Singapore,Direct,2024-05-21 07:46:00,T1-12,360
5J32,Cebu Pacific,Manila,Direct,2024-05-21 08:03:00,T1-08,262
SQ211,Singapore Airlines,Singapore,Direct,2024-05-21 08:05:00,T1-24,316
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-21 08:45:00,T1-16,368
MU502,China Eastern,Shanghai,Direct,2024-05-21 09:18:00,T1-03,263
CA781,Air China,Beijing,Direct,2024-05-21 09:56:00,T1-31,382
JL771,Japan Airlines,Tokyo,Direct,2024-05-21 09:58:00,T1-38,367
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-21 10:29:00,T1-25,314
NH880,ANA,Tokyo,Direct,2024-05-21 11:11:00,T1-19,219
KE601,Korean Air,Seoul,Direct,2024-05-21 11:31:00,T1-38,244
QF7,Qantas,Los Angeles,Direct,2024-05-21 11:57:00,T1-32,321
QF1,Qantas,Singapore,Direct,2024-05-21 16:25:00,T1-42,371
UA839,United Airlines,Los Angeles,Direct,2024-05-21 20:59:00,T1-28,166
EK413,Emirates,Dubai,Direct,2024-05-21 21:07:00,T1-32,187
GA715,Garuda Indonesia,Bali,Direct,2024-05-22 07:29:00,T1-02,231
SQ211,Singapore Airlines,Singapore,Direct,2024-05-22 07:59:00,T1-02,359
TG476,Thai Airways,Bangkok,Direct,2024-05-22 08:58:00,T1-41,274
PR211,Philippine Airlines,Manila,Direct,2024-05-22 09:25:00,T1-25,286
OZ602,Asiana Airlines,Seoul,Direct,2024-05-22 09:49:00,T1-04,371
JL771,Japan Airlines,Tokyo,Direct,2024-05-22 10:00:00,T1-01,373
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-22 10:35:00,T1-32,175
KE601,Korean Air,Seoul,Direct,2024-05-22 11:32:00,T1-38,323
QF7,Qantas,Los Angeles,Direct,2024-05-22 11:57:00,T1-47,293
SQ213,Singapore Airlines,Singapore,Direct,2024-05-22 13:27:00,T1-27,396
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-22 15:48:00,T1-46,213
QF1,Qantas,Singapore,Direct,2024-05-22 16:30:00,T1-20,244
QR007,Qatar Airways,Doha,Direct,2024-05-22 20:44:00,T1-23,242
EK413,Emirates,Dubai,Direct,2024-05-22 21:06:00,T1-12,298
GA715,Garuda Indonesia,Bali,Direct,2024-05-23 07:31:00,T1-16,158
TR13,Scoot,Singapore,Direct,2024-05-23 07:45:00,T1-43,187
SQ211,Singapore Airlines,Singapore,Direct,2024-05-23 08:00:00,T1-38,322
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-23 08:49:00,T1-47,334
TG476,Thai Airways,Bangkok,Direct,2024-05-23 08:59:00,T1-46,197
MU502,China Eastern,Shanghai,Direct,2024-05-23 09:19:00,T1-33,330
CA781,Air China,Beijing,Direct,2024-05-23 09:55:00,T1-17,383
JL771,Japan Airlines,Tokyo,Direct,2024-05-23 09:58:00,T1-37,399
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-23 10:28:00,T1-35,332
NH880,ANA,Tokyo,Direct,2024-05-23 11:20:00,T1-11,311
KE601,Korean Air,Seoul,Direct,2024-05-23 11:27:00,T1-42,198
QF7,Qantas,Los Angeles,Direct,2024-05-23 11:54:00,T1-53,154
SQ213,Singapore Airlines,Singapore,Direct,2024-05-23 13:26:00,T1-32,165
QF1,Qantas,Singapore,Direct,2024-05-23 16:29:00,T1-32,217
UA839,United Airlines,Los Angeles,Direct,2024-05-23 20:55:00,T1-54,397
EK413,Emirates,Dubai,Direct,2024-05-23 21:10:00,T1-47,196
GA715,Garuda Indonesia,Bali,Direct,2024-05-24 07:28:00,T1-10,187
5J32,Cebu Pacific,Manila,Direct,2024-05-24 07:58:00,T1-22,166
SQ211,Singapore Airlines,Singapore,Direct,2024-05-24 08:00:00,T1-04,269
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-24 08:47:00,T1-16,389
MU502,China Eastern,Shanghai,Direct,2024-05-24 09:18:00,T1-29,167
PR211,Philippine Airlines,Manila,Direct,2024-05-24 09:28:00,T1-27,346
OZ602,Asiana Airlines,Seoul,Direct,2024-05-24 09:44:00,T1-44,296
JL771,Japan Airlines,Tokyo,Direct,2024-05-24 09:56:00,T1-08,283
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-24 10:28:00,T1-30,308
KE601,Korean Air,Seoul,Direct,2024-05-24 11:29:00,T1-11,182
QF7,Qantas,Los Angeles,Direct,2024-05-24 11:59:00,T1-08,224
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-24 15:48:00,T1-53,379
QF1,Qantas,Singapore,Direct,2024-05-24 16:29:00,T1-36,343
QR007,Qatar Airways,Doha,Direct,2024-05-24 20:41:00,T1-35,257
EK413,Emirates,Dubai,Direct,2024-05-24 21:12:00,T1-42,400
GA715,Garuda Indonesia,Bali,Direct,2024-05-25 07:25:00,T1-20,259
TR13,Scoot,Singapore,Direct,2024-05-25 07:41:00,T1-40,263
SQ211,Singapore Airlines,Singapore,Direct,2024-05-25 07:58:00,T1-14,199
TG476,Thai Airways,Bangkok,Direct,2024-05-25 08:57:00,T1-37,256
PR211,Philippine Airlines,Manila,Direct,2024-05-25 09:31:00,T1-04,181
OZ602,Asiana Airlines,Seoul,Direct,2024-05-25 09:45:00,T1-28,299
CA781,Air China,Beijing,Direct,2024-05-25 10:02:00,T1-05,248
JL771,Japan Airlines,Tokyo,Direct,2024-05-25 10:05:00,T1-31,210
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-25 10:32:00,T1-20,385
NH880,ANA,Tokyo,Direct,2024-05-25 11:15:00,T1-55,322
KE601,Korean Air,Seoul,Direct,2024-05-25 11:27:00,T1-34,309
QF7,Qantas,Los Angeles,Direct,2024-05-25 11:58:00,T1-04,306
SQ213,Singapore Airlines,Singapore,Direct,2024-05-25 13:28:00,T1-26,264
QF1,Qantas,Singapore,Direct,2024-05-25 16:35:00,T1-51,342
UA839,United Airlines,Los Angeles,Direct,2024-05-25 20:57:00,T1-45,332
EK413,Emirates,Dubai,Direct,2024-05-25 21:09:00,T1-02,245
GA715,Garuda Indonesia,Bali,Direct,2024-05-26 07:35:00,T1-36,195
5J32,Cebu Pacific,Manila,Direct,2024-05-26 07:56:00,T1-09,187
SQ211,Singapore Airlines,Singapore,Direct,2024-05-26 08:00:00,T1-27,185
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-26 08:44:00,T1-50,328
TG476,Thai Airways,Bangkok,Direct,2024-05-26 08:57:00,T1-53,189
MU502,China Eastern,Shanghai,Direct,2024-05-26 09:17:00,T1-01,272
PR211,Philippine Airlines,Manila,Direct,2024-05-26 09:25:00,T1-06,346
JL771,Japan Airlines,Tokyo,Direct,2024-05-26 09:57:00,T1-25,258
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-26 10:29:00,T1-45,191
NH880,ANA,Tokyo,Direct,2024-05-26 11:20:00,T1-32,172
KE601,Korean Air,Seoul,Direct,2024-05-26 11:33:00,T1-11,190
QF7,Qantas,Los Angeles,Direct,2024-05-26 11:52:00,T1-54,341
SQ213,Singapore Airlines,Singapore,Direct,2024-05-26 13:25:00,T1-46,190
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-26 15:49:00,T1-07,394
QF1,Qantas,Singapore,Direct,2024-05-26 16:32:00,T1-34,381
QR007,Qatar Airways,Doha,Direct,2024-05-26 20:42:00,T1-37,197
UA839,United Airlines,Los Angeles,Direct,2024-05-26 20:56:00,T1-28,363
EK413,Emirates,Dubai,Direct,2024-05-26 21:05:00,T1-21,376
GA715,Garuda Indonesia,Bali,Direct,2024-05-27 07:34:00,T1-46,211
SQ211,Singapore Airlines,Singapore,Direct,2024-05-27 07:56:00,T1-32,330
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-27 08:40:00,T1-37,263
TG476,Thai Airways,Bangkok,Direct,2024-05-27 09:04:00,T1-20,196
MU502,China Eastern,Shanghai,Direct,2024-05-27 09:20:00,T1-11,248
PR211,Philippine Airlines,Manila,Direct,2024-05-27 09:27:00,T1-12,268
OZ602,Asiana Airlines,Seoul,Direct,2024-05-27 09:45:00,T1-33,275
JL771,Japan Airlines,Tokyo,Direct,2024-05-27 10:05:00,T1-42,311
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-27 10:30:00,T1-41,279
KE601,Korean Air,Seoul,Direct,2024-05-27 11:30:00,T1-40,329
QF7,Qantas,Los Angeles,Direct,2024-05-27 11:56:00,T1-32,190
SQ213,Singapore Airlines,Singapore,Direct,2024-05-27 13:27:00,T1-55,332
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-27 15:42:00,T1-14,310
QF1,Qantas,Singapore,Direct,2024-05-27 16:30:00,T1-11,311
QR007,Qatar Airways,Doha,Direct,2024-05-27 20:50:00,T1-42,313
EK413,Emirates,Dubai,Direct,2024-05-27 21:05:00,T1-05,306
GA715,Garuda Indonesia,Bali,Direct,2024-05-28 07:30:00,T1-49,398
TR13,Scoot,Singapore,Direct,2024-05-28 07:46:00,T1-53,337
5J32,Cebu Pacific,Manila,Direct,2024-05-28 08:00:00,T1-04,198
SQ211,Singapore Airlines,Singapore,Direct,2024-05-28 08:05:00,T1-42,326
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-28 08:50:00,T1-53,170
MU502,China Eastern,Shanghai,Direct,2024-05-28 09:10:00,T1-51,192
CA781,Air China,Beijing,Direct,2024-05-28 09:55:00,T1-44,199
JL771,Japan Airlines,Tokyo,Direct,2024-05-28 10:05:00,T1-46,241
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-28 10:32:00,T1-05,166
NH880,ANA,Tokyo,Direct,2024-05-28 11:14:00,T1-45,268
KE601,Korean Air,Seoul,Direct,2024-05-28 11:28:00,T1-07,238
QF7,Qantas,Los Angeles,Direct,2024-05-28 11:59:00,T1-35,239
QF1,Qantas,Singapore,Direct,2024-05-28 16:35:00,T1-14,248
UA839,United Airlines,Los Angeles,Direct,2024-05-28 20:56:00,T1-35,244
EK413,Emirates,Dubai,Direct,2024-05-28 21:15:00,T1-30,290
GA715,Garuda Indonesia,Bali,Direct,2024-05-29 07:27:00,T1-31,254
SQ211,Singapore Airlines,Singapore,Direct,2024-05-29 08:01:00,T1-33,182
TG476,Thai Airways,Bangkok,Direct,2024-05-29 09:04:00,T1-23,162
PR211,Philippine Airlines,Manila,Direct,2024-05-29 09:29:00,T1-27,238
OZ602,Asiana Airlines,Seoul,Direct,2024-05-29 09:46:00,T1-19,309
JL771,Japan Airlines,Tokyo,Direct,2024-05-29 09:58:00,T1-05,256
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-29 10:27:00,T1-21,368
KE601,Korean Air,Seoul,Direct,2024-05-29 11:32:00,T1-43,332
QF7,Qantas,Los Angeles,Direct,2024-05-29 12:00:00,T1-18,321
SQ213,Singapore Airlines,Singapore,Direct,2024-05-29 13:28:00,T1-07,215
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-29 15:42:00,T1-26,339
QF1,Qantas,Singapore,Direct,2024-05-29 16:31:00,T1-51,368
QR007,Qatar Airways,Doha,Direct,2024-05-29 20:49:00,T1-40,185
EK413,Emirates,Dubai,Direct,2024-05-29 21:08:00,T1-30,351
GA715,Garuda Indonesia,Bali,Direct,2024-05-30 07:26:00,T1-02,298
TR13,Scoot,Singapore,Direct,2024-05-30 07:41:00,T1-55,247
SQ211,Singapore Airlines,Singapore,Direct,2024-05-30 08:01:00,T1-19,379
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-30 08:46:00,T1-01,151
TG476,Thai Airways,Bangkok,Direct,2024-05-30 08:59:00,T1-38,237
MU502,China Eastern,Shanghai,Direct,2024-05-30 09:17:00,T1-49,306
JL771,Japan Airlines,Tokyo,Direct,2024-05-30 09:56:00,T1-39,370
CA781,Air China,Beijing,Direct,2024-05-30 10:04:00,T1-14,318
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-30 10:26:00,T1-44,316
NH880,ANA,Tokyo,Direct,2024-05-30 11:20:00,T1-37,215
KE601,Korean Air,Seoul,Direct,2024-05-30 11:31:00,T1-02,390
QF7,Qantas,Los Angeles,Direct,2024-05-30 11:50:00,T1-52,211
SQ213,Singapore Airlines,Singapore,Direct,2024-05-30 13:31:00,T1-40,217
QF1,Qantas,Singapore,Direct,2024-05-30 16:29:00,T1-08,315
UA839,United Airlines,Los Angeles,Direct,2024-05-30 21:01:00,T1-14,204
EK413,Emirates,Dubai,Direct,2024-05-30 21:12:00,T1-47,335
GA715,Garuda Indonesia,Bali,Direct,2024-05-31 07:30:00,T1-31,162
5J32,Cebu Pacific,Manila,Direct,2024-05-31 07:58:00,T1-09,247
SQ211,Singapore Airlines,Singapore,Direct,2024-05-31 08:05:00,T1-49,175
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-31 08:43:00,T1-15,308
MU502,China Eastern,Shanghai,Direct,2024-05-31 09:20:00,T1-01,192
PR211,Philippine Airlines,Manila,Direct,2024-05-31 09:35:00,T1-47,157
OZ602,Asiana Airlines,Seoul,Direct,2024-05-31 09:45:00,T1-40,215
JL771,Japan Airlines,Tokyo,Direct,2024-05-31 09:58:00,T1-52,238
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-31 10:26:00,T1-49,311
KE601,Korean Air,Seoul,Direct,2024-05-31 11:35:00,T1-15,389
QF7,Qantas,Los Angeles,Direct,2024-05-31 11:59:00,T1-10,211
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-31 15:45:00,T1-08,249
QF1,Qantas,Singapore,Direct,2024-05-31 16:30:00,T1-11,320
QR007,Qatar Airways,Doha,Direct,2024-05-31 20:48:00,T1-20,326
EK413,Emirates,Dubai,Direct,2024-05-31 21:07:00,T1-05,179
GA715,Garuda Indonesia,Bali,Direct,2024-06-01 07:27:00,T1-55,232
TR13,Scoot,Singapore,Direct,2024-06-01 07:45:00,T1-18,399
SQ211,Singapore Airlines,Singapore,Direct,2024-06-01 08:05:00,T1-40,393
TG476,Thai Airways,Bangkok,Direct,2024-06-01 09:04:00,T1-29,239
PR211,Philippine Airlines,Manila,Direct,2024-06-01 09:33:00,T1-22,248
OZ602,Asiana Airlines,Seoul,Direct,2024-06-01 09:43:00,T1-18,195
JL771,Japan Airlines,Tokyo,Direct,2024-06-01 09:55:00,T1-09,301
CA781,Air China,Beijing,Direct,2024-06-01 09:56:00,T1-09,280
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-01 10:28:00,T1-20,328
NH880,ANA,Tokyo,Direct,2024-06-01 11:19:00,T1-37,187
KE601,Korean Air,Seoul,Direct,2024-06-01 11:28:00,T1-37,226
QF7,Qantas,Los Angeles,Direct,2024-06-01 11:51:00,T1-37,247
SQ213,Singapore Airlines,Singapore,Direct,2024-06-01 13:28:00,T1-23,318
QF1,Qantas,Singapore,Direct,2024-06-01 16:34:00,T1-46,210
UA839,United Airlines,Los Angeles,Direct,2024-06-01 21:02:00,T1-19,399
EK413,Emirates,Dubai,Direct,2024-06-01 21:07:00,T1-05,184
GA715,Garuda Indonesia,Bali,Direct,2024-06-02 07:31:00,T1-40,193
5J32,Cebu Pacific,Manila,Direct,2024-06-02 07:55:00,T1-28,312
SQ211,Singapore Airlines,Singapore,Direct,2024-06-02 08:00:00,T1-15,392
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-02 08:45:00,T1-38,189
TG476,Thai Airways,Bangkok,Direct,2024-06-02 09:05:00,T1-26,350
MU502,China Eastern,Shanghai,Direct,2024-06-02 09:12:00,T1-25,284
PR211,Philippine Airlines,Manila,Direct,2024-06-02 09:29:00,T1-10,284
JL771,Japan Airlines,Tokyo,Direct,2024-06-02 09:59:00,T1-27,198
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-02 10:30:00,T1-01,272
NH880,ANA,Tokyo,Direct,2024-06-02 11:10:00,T1-37,333
KE601,Korean Air,Seoul,Direct,2024-06-02 11:27:00,T1-12,285
QF7,Qantas,Los Angeles,Direct,2024-06-02 11:52:00,T1-54,188
SQ213,Singapore Airlines,Singapore,Direct,2024-06-02 13:34:00,T1-12,321
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-02 15:49:00,T1-31,236
QF1,Qantas,Singapore,Direct,2024-06-02 16:26:00,T1-39,187
QR007,Qatar Airways,Doha,Direct,2024-06-02 20:47:00,T1-24,247
UA839,United Airlines,Los Angeles,Direct,2024-06-02 21:01:00,T1-19,350
EK413,Emirates,Dubai,Direct,2024-06-02 21:06:00,T1-21,305
GA715,Garuda Indonesia,Bali,Direct,2024-06-03 07:34:00,T1-33,368
SQ211,Singapore Airlines,Singapore,Direct,2024-06-03 08:04:00,T1-46,337
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-03 08:46:00,T1-36,192
TG476,Thai Airways,Bangkok,Direct,2024-06-03 08:56:00,T1-44,250
MU502,China Eastern,Shanghai,Direct,2024-06-03 09:13:00,T1-39,357
PR211,Philippine Airlines,Manila,Direct,2024-06-03 09:26:00,T1-05,325
OZ602,Asiana Airlines,Seoul,Direct,2024-06-03 09:49:00,T1-47,373
JL771,Japan Airlines,Tokyo,Direct,2024-06-03 09:58:00,T1-36,284
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-03 10:26:00,T1-01,163
KE601,Korean Air,Seoul,Direct,2024-06-03 11:33:00,T1-27,340
QF7,Qantas,Los Angeles,Direct,2024-06-03 11:56:00,T1-09,343
SQ213,Singapore Airlines,Singapore,Direct,2024-06-03 13:27:00,T1-42,167
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-03 15:45:00,T1-43,154
QF1,Qantas,Singapore,Direct,2024-06-03 16:26:00,T1-17,250
QR007,Qatar Airways,Doha,Direct,2024-06-03 20:44:00,T1-51,368
EK413,Emirates,Dubai,Direct,2024-06-03 21:13:00,T1-27,204
GA715,Garuda Indonesia,Bali,Direct,2024-06-04 07:31:00,T1-29,357
TR13,Scoot,Singapore,Direct,2024-06-04 07:42:00,T1-04,210
5J32,Cebu Pacific,Manila,Direct,2024-06-04 08:02:00,T1-49,162
SQ211,Singapore Airlines,Singapore,Direct,2024-06-04 08:02:00,T1-36,227
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-04 08:49:00,T1-17,252
MU502,China Eastern,Shanghai,Direct,2024-06-04 09:10:00,T1-33,345
CA781,Air China,Beijing,Direct,2024-06-04 09:55:00,T1-47,369
JL771,Japan Airlines,Tokyo,Direct,2024-06-04 10:01:00,T1-06,187
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-04 10:32:00,T1-43,238
NH880,ANA,Tokyo,Direct,2024-06-04 11:17:00,T1-29,347
KE601,Korean Air,Seoul,Direct,2024-06-04 11:26:00,T1-41,252
QF7,Qantas,Los Angeles,Direct,2024-06-04 11:54:00,T1-22,221
QF1,Qantas,Singapore,Direct,2024-06-04 16:31:00,T1-03,210
UA839,United Airlines,Los Angeles,Direct,2024-06-04 21:01:00,T1-46,356
EK413,Emirates,Dubai,Direct,2024-06-04 21:09:00,T1-07,292
GA715,Garuda Indonesia,Bali,Direct,2024-06-05 07:32:00,T1-26,257
SQ211,Singapore Airlines,Singapore,Direct,2024-06-05 08:02:00,T1-41,228
TG476,Thai Airways,Bangkok,Direct,2024-06-05 08:55:00,T1-23,155
PR211,Philippine Airlines,Manila,Direct,2024-06-05 09:35:00,T1-02,267
OZ602,Asiana Airlines,Seoul,Direct,2024-06-05 09:42:00,T1-53,276
JL771,Japan Airlines,Tokyo,Direct,2024-06-05 10:05:00,T1-14,227
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-05 10:29:00,T1-48,245
KE601,Korean Air,Seoul,Direct,2024-06-05 11:26:00,T1-55,373
QF7,Qantas,Los Angeles,Direct,2024-06-05 11:52:00,T1-42,257
SQ213,Singapore Airlines,Singapore,Direct,2024-06-05 13:26:00,T1-47,173
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-05 15:40:00,T1-45,355
QF1,Qantas,Singapore,Direct,2024-06-05 16:26:00,T1-47,239
QR007,Qatar Airways,Doha,Direct,2024-06-05 20:42:00,T1-14,196
EK413,Emirates,Dubai,Direct,2024-06-05 21:06:00,T1-09,236
GA715,Garuda Indonesia,Bali,Direct,2024-06-06 07:31:00,T1-17,205
TR13,Scoot,Singapore,Direct,2024-06-06 07:44:00,T1-12,359
SQ211,Singapore Airlines,Singapore,Direct,2024-06-06 08:05:00,T1-17,200
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-06 08:49:00,T1-09,219
TG476,Thai Airways,Bangkok,Direct,2024-06-06 08:55:00,T1-11,400
MU502,China Eastern,Shanghai,Direct,2024-06-06 09:14:00,T1-52,398
CA781,Air China,Beijing,Direct,2024-06-06 09:55:00,T1-52,365
JL771,Japan Airlines,Tokyo,Direct,2024-06-06 09:56:00,T1-11,373
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-06 10:35:00,T1-01,274
NH880,ANA,Tokyo,Direct,2024-06-06 11:18:00,T1-35,388
KE601,Korean Air,Seoul,Direct,2024-06-06 11:28:00,T1-36,187
QF7,Qantas,Los Angeles,Direct,2024-06-06 11:55:00,T1-08,260
SQ213,Singapore Airlines,Singapore,Direct,2024-06-06 13:26:00,T1-07,261
QF1,Qantas,Singapore,Direct,2024-06-06 16:28:00,T1-34,265
UA839,United Airlines,Los Angeles,Direct,2024-06-06 20:55:00,T1-38,371
EK413,Emirates,Dubai,Direct,2024-06-06 21:09:00,T1-28,289
GA715,Garuda Indonesia,Bali,Direct,2024-06-07 07:30:00,T1-12,270
SQ211,Singapore Airlines,Singapore,Direct,2024-06-07 07:56:00,T1-33,272
5J32,Cebu Pacific,Manila,Direct,2024-06-07 08:03:00,T1-15,273
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-07 08:41:00,T1-31,360
MU502,China Eastern,Shanghai,Direct,2024-06-07 09:20:00,T1-38,189
